"","soc_code","soc_lmi_title","employment","projected_2030","change_employment","percent_change","annual_openings_growth","exits","transfers","total_openings","median_wage","median_wage_symbol","jobsohioregion"
"936","47-2151","Pipelayers","161",170,9,0.0559,1,5,12,18,"22.61",NA,"Central"
"937","47-2152","Plumbers, Pipefitters, and Steamfitters","2585",2751,166,0.0642,17,78,192,287,"29.77",NA,"Central"
"938","47-2181","Roofers","948",1001,53,0.0559,5,24,68,97,"23.02",NA,"Central"
"939","47-2211","Sheet Metal Workers","479",497,18,0.0376,2,13,32,47,"28.69",NA,"Central"
"940","47-2221","Structural Iron and Steel Workers","446",472,26,0.0583,3,12,35,50,"29.09",NA,"Central"
"941","47-3011","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","115",117,2,0.0174,0,3,10,13,"22.61",NA,"Central"
"942","47-3013","Helpers--Electricians","486",494,8,0.0165,1,14,43,58,"14.77",NA,"Central"
"943","47-3015","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","233",250,17,0.073,2,7,21,30,"14.03",NA,"Central"
"944","47-4011","Construction and Building Inspectors","738",679,-59,-0.0799,-6,38,43,75,"29.63",NA,"Central"
"945","47-4041","Hazardous Materials Removal Workers","469",499,30,0.064,3,18,39,60,"22.89",NA,"Central"
"946","47-4051","Highway Maintenance Workers","712",772,60,0.0843,6,29,47,82,"22.61",NA,"Central"
"947","47-4071","Septic Tank Servicers and Sewer Pipe Cleaners","174",208,34,0.1954,3,6,16,25,"23.31",NA,"Central"
"948","47-4090","Miscellaneous Construction and Related Workers","212",246,34,0.1604,3,7,19,29,"18.12",NA,"Central"
"949","47-5022","Excavating and Loading Machine and Dragline Operators, Surface Mining","109",118,9,0.0826,1,4,10,15,"19.059999999999999",NA,"Central"
"950","49-0000","Installation, Maintenance, and Repair Occupations","43950",47440,3490,0.0794,349,1429,2879,4657,"23.21",NA,"Central"
"951","49-1011","First-Line Supervisors of Mechanics, Installers, and Repairers","3741",4050,309,0.0826,31,113,232,376,"31.22",NA,"Central"
"952","49-2011","Computer, Automated Teller, and Office Machine Repairers","680",669,-11,-0.0162,-1,20,51,70,"18.88",NA,"Central"
"953","49-2022","Telecommunications Equipment Installers and Repairers, Except Line Installers","1513",1467,-46,-0.0304,-5,52,114,161,"29.2",NA,"Central"
"954","49-2094","Electrical and Electronics Repairers, Commercial and Industrial Equipment","480",539,59,0.1229,6,14,25,45,"29.76",NA,"Central"
"955","49-2097","Electronic Home Entertainment Equipment Installers and Repairers","106",120,14,0.1321,1,4,8,13,"22.22",NA,"Central"
"956","49-2098","Security and Fire Alarm Systems Installers","567",697,130,0.2293,13,15,49,77,"23.07",NA,"Central"
"957","49-3021","Automotive Body and Related Repairers","1173",1237,64,0.0546,6,38,72,116,"22.69",NA,"Central"
"958","49-3023","Automotive Service Technicians and Mechanics","5571",5626,55,0.0099,6,166,380,552,"21.76",NA,"Central"
"959","49-3031","Bus and Truck Mechanics and Diesel Engine Specialists","1708",1874,166,0.0972,17,51,112,180,"23.6",NA,"Central"
"960","49-3041","Farm Equipment Mechanics and Service Technicians","226",235,9,0.0398,1,7,16,24,"21.16",NA,"Central"
"961","49-3042","Mobile Heavy Equipment Mechanics, Except Engines","646",708,62,0.096,6,20,46,72,"28.72",NA,"Central"
"962","49-3093","Tire Repairers and Changers","721",740,19,0.0264,2,22,61,85,"14.68",NA,"Central"
"963","49-9011","Mechanical Door Repairers","105",133,28,0.2667,3,3,7,13,"22.43",NA,"Central"
"964","49-9012","Control and Valve Installers and Repairers, Except Mechanical Door","224",225,1,0.0045,0,5,13,18,"38.18",NA,"Central"
"965","49-9021","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","3204",3422,218,0.068,22,85,226,333,"23.96",NA,"Central"
"966","49-9031","Home Appliance Repairers","215",219,4,0.0186,0,8,13,21,"22.79",NA,"Central"
"967","49-9041","Industrial Machinery Mechanics","3134",3821,687,0.2192,69,107,188,364,"29.02",NA,"Central"
"968","49-9043","Maintenance Workers, Machinery","451",521,70,0.1552,7,16,27,50,"24.34",NA,"Central"
"969","49-9044","Millwrights","482",556,74,0.1535,7,15,30,52,"34.74",NA,"Central"
"970","49-9051","Electrical Power-Line Installers and Repairers","1027",1033,6,0.0058,1,19,69,89,"38.58",NA,"Central"
"971","49-9052","Telecommunications Line Installers and Repairers","741",751,10,0.0135,1,17,63,81,"23.04",NA,"Central"
"972","49-9062","Medical Equipment Repairers","656",735,79,0.1204,8,30,42,80,"29.02",NA,"Central"
"973","49-9071","Maintenance and Repair Workers, General","11108",12239,1131,0.1018,113,411,681,1205,"22.55",NA,"Central"
"974","49-9091","Coin, Vending, and Amusement Machine Servicers and Repairers","191",199,8,0.0419,1,9,14,24,"18.23",NA,"Central"
"975","49-9098","Helpers--Installation, Maintenance, and Repair Workers","332",360,28,0.0843,3,15,29,47,"17.72",NA,"Central"
"976","49-9099","Installation, Maintenance, and Repair Workers, All Other","959",1045,86,0.0897,9,35,67,111,"18.62",NA,"Central"
"977","51-0000","Production Occupations","64640",64837,197,0.003,20,2447,4612,7079,"18.23",NA,"Central"
"978","51-1011","First-Line Supervisors of Production and Operating Workers","3994",4179,185,0.0463,18,123,275,416,"29.58",NA,"Central"
"979","51-2028","Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers","1431",1538,107,0.0748,11,60,95,166,"18.05",NA,"Central"
"980","51-2041","Structural Metal Fabricators and Fitters","295",256,-39,-0.1322,-4,6,22,24,"22.55",NA,"Central"
"981","51-2090","Miscellaneous Assemblers and Fabricators","16599",16443,-156,-0.0094,-16,630,1179,1793,"17.78",NA,"Central"
"982","51-3011","Bakers","1174",1269,95,0.0809,10,68,91,169,"14.31",NA,"Central"
"983","51-3021","Butchers and Meat Cutters","649",607,-42,-0.0647,-4,26,47,69,"14.56",NA,"Central"
"984","51-3022","Meat, Poultry, and Fish Cutters and Trimmers","171",170,-1,-0.0058,0,7,13,20,"14.46",NA,"Central"
"985","51-3092","Food Batchmakers","895",879,-16,-0.0179,-2,41,66,105,"14.43",NA,"Central"
"986","51-3099","Food Processing Workers, All Other","126",118,-8,-0.0635,-1,4,8,11,"14.13",NA,"Central"
"987","51-4021","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","660",603,-57,-0.0864,-6,22,39,55,"18.32",NA,"Central"
"988","51-4022","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","140",123,-17,-0.1214,-2,5,8,11,"18.23",NA,"Central"
"989","51-4031","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","1299",1278,-21,-0.0162,-2,41,89,128,"18.09",NA,"Central"
"990","51-4033","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","220",205,-15,-0.0682,-2,10,15,23,"17.420000000000002",NA,"Central"
"991","51-4034","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","146",141,-5,-0.0342,0,5,10,15,"23.05",NA,"Central"
"992","51-4041","Machinists","1314",1388,74,0.0563,7,45,92,144,"19.18",NA,"Central"
"993","51-4072","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","1327",1257,-70,-0.0528,-7,42,88,123,"15.37",NA,"Central"
"994","51-4081","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","1289",1401,112,0.0869,11,44,91,146,"19.32",NA,"Central"
"995","51-4111","Tool and Die Makers","623",644,21,0.0337,2,23,40,65,"29.22",NA,"Central"
"996","51-4121","Welders, Cutters, Solderers, and Brazers","2296",2495,199,0.0867,20,63,189,272,"22.44",NA,"Central"
"997","51-4122","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","172",181,9,0.0523,1,5,14,20,"21.8",NA,"Central"
"998","51-4193","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","195",192,-3,-0.0154,0,6,13,19,"17.62",NA,"Central"
"999","51-5111","Prepress Technicians and Workers","207",186,-21,-0.1014,-2,7,19,24,"21.93",NA,"Central"
"1000","51-5112","Printing Press Operators","1501",1427,-74,-0.0493,-7,53,103,149,"18.62",NA,"Central"
"1001","51-5113","Print Binding and Finishing Workers","305",259,-46,-0.1508,-5,14,18,27,"14.61",NA,"Central"
"1002","51-6011","Laundry and Dry-Cleaning Workers","1159",1336,177,0.1527,18,81,84,183,"11.5",NA,"Central"
"1003","51-6031","Sewing Machine Operators","618",621,3,0.0049,0,38,33,71,"14.7",NA,"Central"
"1004","51-7011","Cabinetmakers and Bench Carpenters","531",574,43,0.081,4,21,31,56,"18.36",NA,"Central"
"1005","51-7042","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","462",515,53,0.1147,5,14,35,54,"16.91",NA,"Central"
"1006","51-8021","Stationary Engineers and Boiler Operators","112",115,3,0.0268,0,6,8,14,"30.07",NA,"Central"
"1007","51-8031","Water and Wastewater Treatment Plant and System Operators","621",637,16,0.0258,2,18,39,59,"23.53",NA,"Central"
"1008","51-9011","Chemical Equipment Operators and Tenders","524",483,-41,-0.0782,-4,11,39,46,"23.42",NA,"Central"
"1009","51-9012","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","524",515,-9,-0.0172,-1,11,40,50,"19.079999999999998",NA,"Central"
"1010","51-9023","Mixing and Blending Machine Setters, Operators, and Tenders","1354",1419,65,0.048,6,47,104,157,"19.03",NA,"Central"
"1011","51-9032","Cutting and Slicing Machine Setters, Operators, and Tenders","466",453,-13,-0.0279,-1,21,35,55,"18.11",NA,"Central"
"1012","51-9041","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","657",668,11,0.0167,1,18,49,68,"18.45",NA,"Central"
"1013","51-9061","Inspectors, Testers, Sorters, Samplers, and Weighers","4103",3581,-522,-0.1272,-52,148,305,401,"18.170000000000002",NA,"Central"
"1014","51-9081","Dental Laboratory Technicians","145",155,10,0.069,1,7,12,20,"22.67",NA,"Central"
"1015","51-9111","Packaging and Filling Machine Operators and Tenders","2803",2881,78,0.0278,8,117,189,314,"18.05",NA,"Central"
"1016","51-9124","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","841",901,60,0.0713,6,24,62,92,"18.899999999999999",NA,"Central"
"1017","51-9161","Computer Numerically Controlled Tool Operators","1139",1117,-22,-0.0193,-2,39,83,120,"18.29",NA,"Central"
"1018","51-9162","Computer Numerically Controlled Tool Programmers","297",386,89,0.2997,9,12,25,46,"23.21",NA,"Central"
"1019","51-9191","Adhesive Bonding Machine Operators and Tenders","111",110,-1,-0.009,0,6,7,13,"18.399999999999999",NA,"Central"
"1020","51-9195","Molders, Shapers, and Casters, Except Metal and Plastic","628",663,35,0.0557,4,23,42,69,"18.05",NA,"Central"
"1021","51-9196","Paper Goods Machine Setters, Operators, and Tenders","843",892,49,0.0581,5,39,58,102,"18.420000000000002",NA,"Central"
"1022","51-9198","Helpers--Production Workers","1505",1394,-111,-0.0738,-11,68,136,193,"17.78",NA,"Central"
"1023","51-9199","Production Workers, All Other","1602",1659,57,0.0356,6,56,120,182,"17.78",NA,"Central"
"1024","53-0000","Transportation and Material Moving Occupations","123830",138990,15160,0.1224,1516,6035,10634,18185,"18.12",NA,"Central"
"1025","53-1047","FirstLine Supervisors of Transportation & Material Moving Workers, Exc Aircraft Cargo Handling Supervisor","6040",6718,678,0.1123,68,233,442,743,"23.88",NA,"Central"
"1026","53-2012","Commercial Pilots","483",474,-9,-0.0186,-1,18,34,51,"129451","**","Central"
"1027","53-3031","Driver/Sales Workers","6283",7096,813,0.1294,81,274,454,809,"13.73",NA,"Central"
"1028","53-3032","Heavy and Tractor-Trailer Truck Drivers","15020",16737,1717,0.1143,172,650,1077,1899,"23.41",NA,"Central"
"1029","53-3033","Light Truck or Delivery Services Drivers","7667",8815,1148,0.1497,115,338,559,1012,"18.57",NA,"Central"
"1030","53-3052","Bus Drivers, Transit and Intercity","808",933,125,0.1547,12,57,43,112,"23.6",NA,"Central"
"1031","53-3058","Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity","3644",4743,1099,0.3016,110,276,208,594,"18.05","^^^","Central"
"1032","53-6021","Parking Lot Attendants","1091",1213,122,0.1118,12,56,119,187,"11.62",NA,"Central"
"1033","53-6031","Automotive and Watercraft Service Attendants","991",1060,69,0.0696,7,47,91,145,"13.73",NA,"Central"
"1034","53-7021","Crane and Tower Operators","181",188,7,0.0387,1,5,14,20,"23.84",NA,"Central"
"1035","53-7051","Industrial Truck and Tractor Operators","9902",11575,1673,0.169,167,323,824,1314,"18.93",NA,"Central"
"1036","53-7061","Cleaners of Vehicles and Equipment","1915",2052,137,0.0715,14,97,177,288,"14.23",NA,"Central"
"1037","53-7062","Laborers and Freight, Stock, and Material Movers, Hand","34936",39662,4726,0.1353,473,1632,3245,5350,"17.82",NA,"Central"
"1038","53-7063","Machine Feeders and Offbearers","590",666,76,0.1288,8,36,46,90,"22.24",NA,"Central"
"1039","53-7064","Packers and Packagers, Hand","6346",6789,443,0.0698,44,374,532,950,"14.54",NA,"Central"
"1040","53-7065","Stockers and Order Fillers","24654",26759,2105,0.0854,210,1463,2507,4180,"17.34",NA,"Central"
"1041","53-7081","Refuse and Recyclable Material Collectors","898",1015,117,0.1303,12,40,86,138,"18.89",NA,"Central"
"1042","00-0000","Total, All Occupations","590922",615181,24259,0.0411,2426,25481,39153,67060,"18.78",NA,"West"
"1043","11-0000","Management Occupations","36510",38831,2321,0.0636,232,1321,1832,3385,"47.11",NA,"West"
"1044","11-1011","Chief Executives","467",425,-42,-0.0899,-4,12,18,26,"90.24",NA,"West"
"1045","11-1021","General and Operations Managers","6496",6913,417,0.0642,42,134,416,592,"44.19",NA,"West"
"1046","11-1031","Legislators","143",145,2,0.014,0,3,7,10,"36983","**","West"
"1047","11-2021","Marketing Managers","699",740,41,0.0587,4,14,45,63,"60.82",NA,"West"
"1048","11-2022","Sales Managers","959",995,36,0.0375,4,20,62,86,"59.82",NA,"West"
"1049","11-3010","Administrative Services and Facilities Managers","950",1001,51,0.0537,5,28,49,82,"47.73","^","West"
"1050","11-3021","Computer and Information Systems Managers","1211",1287,76,0.0628,8,20,71,99,"61.52",NA,"West"
"1051","11-3031","Financial Managers","1662",1891,229,0.1378,23,36,89,148,"58.57",NA,"West"
"1052","11-3051","Industrial Production Managers","1351",1430,79,0.0585,8,27,66,101,"47.62",NA,"West"
"1053","11-3061","Purchasing Managers","274",286,12,0.0438,1,6,15,22,"57.39",NA,"West"
"1054","11-3071","Transportation, Storage, and Distribution Managers","528",567,39,0.0739,4,10,30,44,"44.44",NA,"West"
"1055","11-3121","Human Resources Managers","340",355,15,0.0441,2,8,19,29,"49.64",NA,"West"
"1056","11-9013","Farmers, Ranchers, and Other Agricultural Managers","11637",12163,526,0.0452,53,734,414,1201,"35.119999999999997","^","West"
"1057","11-9021","Construction Managers","1036",1134,98,0.0946,10,22,55,87,"46.38",NA,"West"
"1058","11-9031","Education Administrators, Preschool and Childcare Center/Program","214",239,25,0.1168,2,6,10,18,"22.48",NA,"West"
"1059","11-9032","Education Administrators, Elementary and Secondary School","1018",1041,23,0.0226,2,26,48,76,"98078","**","West"
"1060","11-9033","Education Administrators, Postsecondary","380",384,4,0.0105,0,9,18,27,"37.479999999999997",NA,"West"
"1061","11-9039","Education Administrators, All Other","200",204,4,0.02,0,5,9,14,"48.89",NA,"West"
"1062","11-9041","Architectural and Engineering Managers","764",798,34,0.0445,3,14,40,57,"61.52",NA,"West"
"1063","11-9051","Food Service Managers","1143",1279,136,0.119,14,37,97,148,"23.87",NA,"West"
"1064","11-9111","Medical and Health Services Managers","1342",1724,382,0.2846,38,38,78,154,"47.08",NA,"West"
"1065","11-9141","Property, Real Estate, and Community Association Managers","1243",1221,-22,-0.0177,-2,47,46,91,"22.81",NA,"West"
"1066","11-9151","Social and Community Service Managers","519",590,71,0.1368,7,17,30,54,"33.86",NA,"West"
"1067","11-9198","Personal Service Managers; Entertainment & Recreation Managers, Except Gambling; and Managers, All Other","1423",1485,62,0.0436,6,34,71,111,"59.93","^^^","West"
"1068","13-0000","Business and Financial Operations Occupations","34465",36073,1608,0.0467,161,929,2054,3144,"36.29",NA,"West"
"1069","13-1020","Buyers and Purchasing Agents","2979",2758,-221,-0.0742,-22,97,184,259,"37.090000000000003",NA,"West"
"1070","13-1031","Claims Adjusters, Examiners, and Investigators","873",838,-35,-0.0401,-4,20,44,60,"30.03",NA,"West"
"1071","13-1041","Compliance Officers","676",705,29,0.0429,3,17,37,57,"30.17",NA,"West"
"1072","13-1051","Cost Estimators","658",657,-1,-0.0015,0,18,40,58,"30.37",NA,"West"
"1073","13-1071","Human Resources Specialists","2829",3032,203,0.0718,20,79,195,294,"28.9",NA,"West"
"1074","13-1075","Labor Relations Specialists","303",271,-32,-0.1056,-3,8,19,24,"36.57",NA,"West"
"1075","13-1081","Logisticians","1531",1827,296,0.1933,30,35,109,174,"42.12",NA,"West"
"1076","13-1111","Management Analysts","3180",3610,430,0.1352,43,109,195,347,"39.43",NA,"West"
"1077","13-1131","Fundraisers","464",538,74,0.1595,7,16,32,55,"28.52",NA,"West"
"1078","13-1141","Compensation, Benefits, and Job Analysis Specialists","245",260,15,0.0612,2,8,15,25,"29.39",NA,"West"
"1079","13-1151","Training and Development Specialists","1107",1195,88,0.0795,9,35,70,114,"23.16",NA,"West"
"1080","13-1161","Market Research Analysts and Marketing Specialists","2397",2752,355,0.1481,36,61,188,285,"28.9",NA,"West"
"1081","13-1198","Project Management Specialists and Business Operations Specialists, All Other","7602",7737,135,0.0178,14,178,376,568,"35.9","^^^","West"
"1082","13-2011","Accountants and Auditors","4163",4315,152,0.0365,15,118,251,384,"31.19",NA,"West"
"1083","13-2020","Property Appraisers and Assessors","334",336,2,0.006,0,13,12,25,"30.4",NA,"West"
